gene,pvals
SERTAD1,0.529105185
SELENOW,0.529105185
NKG7,0.529105185
IDH3B,0.529105185
PTPRA,0.529105185
SRSF6,0.529105185
SULF2,0.529105185
CBR1,0.529105185
RPL3,0.529105185
LAGE3,0.529105185
IKBKG,0.529105185
KIAA2013,0.542527938
TRAPPC3,0.542527938
CCDC18,0.542527938
HIPK1,0.542527938
SIKE1,0.542527938
CACYBP,0.542527938
CD46,0.542527938
RPS7,0.542527938
CYP20A1,0.542527938
PNKD,0.542527938
UBE2E2,0.542527938
RPSA,0.542527938
RPL14,0.542527938
CTNNB1,0.542527938
LINC00877,0.542527938
TIMMDC1,0.542527938
TSC22D2,0.542527938
RPL34,0.542527938
CWC27,0.542527938
TMEM167A,0.542527938
ST8SIA4,0.542527938
PHAX,0.542527938
B4GALT7,0.542527938
TBC1D7,0.542527938
MRPS18B,0.542527938
DDAH2,0.542527938
TENT5A,0.542527938
MAP3K7,0.542527938
LATS1,0.542527938
SOD2,0.542527938
TAX1BP1,0.542527938
CAPZA2,0.542527938
LSM8,0.542527938
GIMAP2,0.542527938
POLR2K,0.542527938
PABPC1,0.542527938
GBA2,0.542527938
COMMD9,0.542527938
TMEM134,0.542527938
BIRC2,0.542527938
CBL,0.542527938
STT3A,0.542527938
CLEC4D,0.542527938
ITPR2,0.542527938
BAZ2A,0.542527938
GNS,0.542527938
UBC,0.542527938
MZT1,0.542527938
PSMC6,0.542527938
SPTLC2,0.542527938
CLMN,0.542527938
IDH2,0.542527938
CES2,0.542527938
CHMP1A,0.542527938
LGALS9,0.542527938
UTP18,0.542527938
HELZ,0.542527938
NARS,0.542527938
AP3D1,0.542527938
ZBTB7A,0.542527938
MYO1F,0.542527938
KLF2,0.542527938
SNRPA,0.542527938
TMEM160,0.542527938
SIGLEC7,0.542527938
TIAM1,0.542527938
BRWD1,0.542527938
DDT,0.542527938
CRELD2,0.542527938
TAZ,0.542527938
MT-ND2,0.542527938
LZIC,0.556113275
JUN,0.556113275
AC245014.3,0.556113275
FCGR3A,0.556113275
KIAA0040,0.556113275
AC092803.1,0.556113275
TMEM18,0.556113275
BABAM2,0.556113275
LIMS1,0.556113275
RANBP2,0.556113275
UBXN4,0.556113275
CRTAP,0.556113275
TCAIM,0.556113275
IMPDH2,0.556113275
TKT,0.556113275
NDUFB4,0.556113275
GOLIM4,0.556113275
ATP13A3,0.556113275
ADD1,0.556113275
AREG,0.556113275
SCLT1,0.556113275
KLHL2,0.556113275
MIR3945HG,0.556113275
MRPL36,0.556113275
ARRDC3,0.556113275
PPIP5K2,0.556113275
EIF4EBP3,0.556113275
TRIM38,0.556113275
ZFAND3,0.556113275
CEP85L,0.556113275
HBS1L,0.556113275
STX11,0.556113275
ELMO1,0.556113275
NSUN5,0.556113275
ZNF3,0.556113275
MKLN1,0.556113275
ABCF2,0.556113275
ERICH1,0.556113275
FNTA,0.556113275
RNF19A,0.556113275
ZHX1,0.556113275
JAK2,0.556113275
GNAQ,0.556113275
CDK9,0.556113275
LCOR,0.556113275
ADM,0.556113275
DDB1,0.556113275
FAU,0.556113275
IL18,0.556113275
EPS8,0.556113275
TUBA1A,0.556113275
NACA,0.556113275
ATP11A,0.556113275
SLC7A7,0.556113275
PSME2,0.556113275
IRF9,0.556113275
DHRS7,0.556113275
GFER,0.556113275
ECI1,0.556113275
NCOR1,0.556113275
RNF135,0.556113275
GGNBP2,0.556113275
SLC16A6,0.556113275
SMAD2,0.556113275
PTBP1,0.556113275
REXO1,0.556113275
GPR108,0.556113275
COLGALT1,0.556113275
ZNF91,0.556113275
GSK3A,0.556113275
ZNF331,0.556113275
UBE2M,0.556113275
FAM110A,0.556113275
RALY,0.556113275
VPS26C,0.556113275
MCM3AP,0.556113275
PLXNB2,0.556113275
RLIM,0.556113275
MTM1,0.556113275
FAAP20,0.569857597
SRM,0.569857597
UHMK1,0.569857597
EDEM3,0.569857597
NIBAN1,0.569857597
RHOQ,0.569857597
PPP3R1,0.569857597
SNRNP200,0.569857597
AC092620.1,0.569857597
CIR1,0.569857597
CNOT9,0.569857597
SLC6A6,0.569857597
THOC7,0.569857597
LRRC58,0.569857597
LINC02035,0.569857597
UBE2K,0.569857597
LAMTOR3,0.569857597
SETD7,0.569857597
NAF1,0.569857597
PAIP1,0.569857597
EMB,0.569857597
PGGT1B,0.569857597
RNF145,0.569857597
HIVEP1,0.569857597
ZSCAN16-AS1,0.569857597
SRPK1,0.569857597
SEC63,0.569857597
MED23,0.569857597
FIS1,0.569857597
UPK3BL1,0.569857597
RBM28,0.569857597
PPP2CB,0.569857597
ZNF703,0.569857597
UQCRB,0.569857597
TATDN1,0.569857597
MTSS1,0.569857597
KLF4,0.569857597
POLE3,0.569857597
FBXW2,0.569857597
RC3H2,0.569857597
MRPS2,0.569857597
ZNF32,0.569857597
SGMS1,0.569857597
CISD1,0.569857597
TFAM,0.569857597
ZSWIM8,0.569857597
EEF1AKMT2,0.569857597
TMX2,0.569857597
NXF1,0.569857597
PLAAT3,0.569857597
CCDC85B,0.569857597
RIN1,0.569857597
CEP164,0.569857597
COPS7A,0.569857597
CLEC12A,0.569857597
TDG,0.569857597
RPL6,0.569857597
KDM2B,0.569857597
MLXIP,0.569857597
LATS2,0.569857597
SPART,0.569857597
DLEU2,0.569857597
TRIM13,0.569857597
RBM26,0.569857597
SNW1,0.569857597
SLC12A6,0.569857597
UBE2Q2,0.569857597
MAN2A2,0.569857597
HDDC3,0.569857597
SEPTIN1,0.569857597
RNF167,0.569857597
TXNDC17,0.569857597
RNASEK,0.569857597
TMEM199,0.569857597
KIAA0100,0.569857597
TAOK1,0.569857597
SLFN12,0.569857597
SYNRG,0.569857597
NBR1,0.569857597
MAP3K14,0.569857597
TTYH2,0.569857597
CENPX,0.569857597
WDR45B,0.569857597
ESCO1,0.569857597
RNF125,0.569857597
SHFL,0.569857597
BISPR,0.569857597
TRMT6,0.569857597
ID1,0.569857597
TRPC4AP,0.569857597
ADNP,0.569857597
STX16,0.569857597
HIC2,0.569857597
GRK3,0.569857597
EWSR1,0.569857597
HCCS,0.569857597
SMC1A,0.569857597
STAG2,0.569857597
RTL8C,0.569857597
AKR7A2,0.583757073
SFPQ,0.583757073
MRPS14,0.583757073
ATF3,0.583757073
OPN3,0.583757073
MPV17,0.583757073
BCL11A,0.583757073
IMMT,0.583757073
MBD5,0.583757073
NFE2L2,0.583757073
EEF1B2,0.583757073
LRRFIP1,0.583757073
FOXP1,0.583757073
NEPRO,0.583757073
QTRT2,0.583757073
PPP1R2,0.583757073
LUCAT1,0.583757073
HIGD2A,0.583757073
HLA-F,0.583757073
HLA-A,0.583757073
HCP5,0.583757073
ZBTB22,0.583757073
DSE,0.583757073
RPS12,0.583757073
BCLAF1,0.583757073
AL121933.2,0.583757073
ARPC1A,0.583757073
BUD31,0.583757073
FMC1,0.583757073
MRPS33,0.583757073
BIN3,0.583757073
SMIM19,0.583757073
SNHG6,0.583757073
PLEKHF2,0.583757073
WASHC5,0.583757073
ZDHHC12,0.583757073
PRRC2B,0.583757073
EDF1,0.583757073
PPIF,0.583757073
PATL1,0.583757073
ARL2,0.583757073
SIPA1,0.583757073
PPP6R3,0.583757073
NRGN,0.583757073
CD69,0.583757073
KRAS,0.583757073
CSAD,0.583757073
ATP5F1B,0.583757073
CCDC59,0.583757073
MRPL42,0.583757073
OAS3,0.583757073
CDK2AP1,0.583757073
DDX55,0.583757073
GOLGA3,0.583757073
GPALPP1,0.583757073
STK24,0.583757073
OXA1L,0.583757073
AP1G2,0.583757073
KHNYN,0.583757073
RPS17,0.583757073
NME4,0.583757073
MAPK8IP3,0.583757073
GLYR1,0.583757073
CPPED1,0.583757073
LPCAT2,0.583757073
RNF166,0.583757073
APRT,0.583757073
RPA1,0.583757073
COPS3,0.583757073
RARA-AS1,0.583757073
G6PC3,0.583757073
STRADA,0.583757073
UBALD2,0.583757073
BAIAP2-DT,0.583757073
SNRPD1,0.583757073
ELAVL1,0.583757073
EID2,0.583757073
PLAUR,0.583757073
SIGLEC9,0.583757073
ARFGEF2,0.583757073
LTN1,0.583757073
MAP3K7CL,0.583757073
IFNGR2,0.583757073
UBE2L3,0.583757073
IFT27,0.583757073
TRABD,0.583757073
SCO2,0.583757073
GK,0.583757073
MORF4L2,0.583757073
ALG13,0.583757073
SYF2,0.597807771
USP1,0.597807771
SNX27,0.597807771
JTB,0.597807771
ZNF672,0.597807771
ASXL2,0.597807771
SLC8A1,0.597807771
PCBP1,0.597807771
PLEKHB2,0.597807771
TLK1,0.597807771
VHL,0.597807771
SLC4A7,0.597807771
PDCD6IP,0.597807771
EIF1B,0.597807771
KLHL18,0.597807771
ARIH2,0.597807771
SEC61A1,0.597807771
DNAJC13,0.597807771
PPM1K,0.597807771
TLR2,0.597807771
ZSWIM6,0.597807771
CCNH,0.597807771
TICAM2,0.597807771
SRA1,0.597807771
MAPK9,0.597807771
NRM,0.597807771
HSPA1A,0.597807771
HLA-DPB1,0.597807771
MRPL2,0.597807771
TBPL1,0.597807771
FBXO25,0.597807771
CCAR2,0.597807771
RMDN1,0.597807771
EEF1D,0.597807771
FBP1,0.597807771
PSMB7,0.597807771
URM1,0.597807771
GDI2,0.597807771
BMI1,0.597807771
PIK3AP1,0.597807771
MOB2,0.597807771
COPB1,0.597807771
TIMM10,0.597807771
RPS6KA4,0.597807771
SCYL1,0.597807771
IPO8,0.597807771
STAT6,0.597807771
ATP2B1,0.597807771
CKAP4,0.597807771
ATP2A2,0.597807771
MPHOSPH8,0.597807771
RPL21,0.597807771
ZBTB1,0.597807771
SLC39A9,0.597807771
UBE3A,0.597807771
HERC2,0.597807771
EIF2AK4,0.597807771
SMAD3,0.597807771
ANP32A,0.597807771
TLE3,0.597807771
CLK3,0.597807771
SNRPA1,0.597807771
STUB1,0.597807771
CARHSP1,0.597807771
N4BP1,0.597807771
EMC6,0.597807771
CHD3,0.597807771
NUFIP2,0.597807771
RARA,0.597807771
EZH1,0.597807771
DDX42,0.597807771
SEC14L1,0.597807771
XAB2,0.597807771
CARM1,0.597807771
TRMT1,0.597807771
NDUFB7,0.597807771
PEPD,0.597807771
ATF5,0.597807771
C20orf194,0.597807771
RPN2,0.597807771
CHCHD10,0.597807771
SF3A1,0.597807771
PIK3IP1,0.597807771
SYNGR1,0.597807771
NHSL2,0.597807771
BRWD3,0.597807771
EMD,0.597807771
AC018755.4,0.608401161
RERE,0.612005614
SNRNP40,0.612005614
FAF1,0.612005614
PDE4B,0.612005614
MTF2,0.612005614
RNASEH1,0.612005614
IAH1,0.612005614
AFTPH,0.612005614
TET3,0.612005614
SUCLG1,0.612005614
VAMP8,0.612005614
KDM3A,0.612005614
ACTR1B,0.612005614
ATF2,0.612005614
STK17B,0.612005614
INO80D,0.612005614
JAGN1,0.612005614
SHISA5,0.612005614
SELENOK,0.612005614
C3orf38,0.612005614
IFT57,0.612005614
ZBTB20,0.612005614
ZXDC,0.612005614
PIK3CB,0.612005614
PTX3,0.612005614
FAM200B,0.612005614
TMEM33,0.612005614
CXCL8,0.612005614
NDUFC1,0.612005614
EXOC3,0.612005614
XRCC4,0.612005614
CCNG1,0.612005614
DOCK2,0.612005614
PBX2,0.612005614
SENP6,0.612005614
RNASET2,0.612005614
ZNRF2,0.612005614
HIP1,0.612005614
SSBP1,0.612005614
EBAG9,0.612005614
SNTB1,0.612005614
VCP,0.612005614
ARPC5L,0.612005614
COX15,0.612005614
CHST15,0.612005614
TALDO1,0.612005614
CD81,0.612005614
SBF2,0.612005614
BEST1,0.612005614
ZFPL1,0.612005614
CNPY2,0.612005614
DDIT3,0.612005614
NDUFA12,0.612005614
CRYL1,0.612005614
MBNL2,0.612005614
ARGLU1,0.612005614
PABPN1,0.612005614
FBXO33,0.612005614
RCOR1,0.612005614
SPG11,0.612005614
PKD1,0.612005614
RNPS1,0.612005614
ANKRD11,0.612005614
SPG7,0.612005614
TMEM107,0.612005614
VMP1,0.612005614
SRSF2,0.612005614
PMAIP1,0.612005614
PLEKHG2,0.612005614
HCK,0.612005614
RBM12,0.612005614
MCM5,0.612005614
APOBEC3C,0.612005614
DENND6B,0.612005614
ZNF185,0.612005614
LUZP1,0.626346288
BSDC1,0.626346288
GADD45A,0.626346288
SLC25A24,0.626346288
NOTCH2,0.626346288
HAX1,0.626346288
SLC50A1,0.626346288
RAB10,0.626346288
MEMO1,0.626346288
RPL31,0.626346288
ZEB2,0.626346288
ORC4,0.626346288
PDK1,0.626346288
GLS,0.626346288
SP110,0.626346288
USP4,0.626346288
FAM241A,0.626346288
SMARCA5,0.626346288
TTC1,0.626346288
SNHG32,0.626346288
SMIM29,0.626346288
MAPK14,0.626346288
SRF,0.626346288
CYB5R4,0.626346288
STX7,0.626346288
AP5Z1,0.626346288
ZNF316,0.626346288
GGCT,0.626346288
MRPS24,0.626346288
CYC1,0.626346288
FKBP15,0.626346288
LINC01503,0.626346288
CAMSAP1,0.626346288
IPMK,0.626346288
HHEX,0.626346288
XPNPEP1,0.626346288
TIAL1,0.626346288
CD151,0.626346288
ILK,0.626346288
PAK1,0.626346288
SMCO4,0.626346288
ZCRB1,0.626346288
DIP2B,0.626346288
SLC8B1,0.626346288
INTS6,0.626346288
CDC16,0.626346288
TOX4,0.626346288
LTB4R,0.626346288
GOLGA5,0.626346288
NDE1,0.626346288
CIAO2B,0.626346288
GABARAPL2,0.626346288
TOP3A,0.626346288
RAB11FIP4,0.626346288
CASC3,0.626346288
MRPL38,0.626346288
AC087741.1,0.626346288
C18orf25,0.626346288
AC011472.2,0.626346288
EPS15L1,0.626346288
GMIP,0.626346288
ZNF430,0.626346288
SAMD4B,0.626346288
PAFAH1B3,0.626346288
NDUFA3,0.626346288
LILRA1,0.626346288
ZNF580,0.626346288
RNF24,0.626346288
DYRK1A,0.626346288
HMGN1,0.626346288
CFAP410,0.626346288
DIP2A,0.626346288
RPS19BP1,0.626346288
RBM10,0.626346288
BTK,0.626346288
GNB1,0.640825404
CLCN6,0.640825404
PLK3,0.640825404
GBP2,0.640825404
CRTC2,0.640825404
PMVK,0.640825404
DSTYK,0.640825404
ACBD3,0.640825404
HPCAL1,0.640825404
FAM49A,0.640825404
EIF2AK2,0.640825404
COMMD1,0.640825404
SFXN5,0.640825404
DCTN1,0.640825404
WDR33,0.640825404
CERS6,0.640825404
HAT1,0.640825404
NBEAL1,0.640825404
UBA3,0.640825404
TRMT10C,0.640825404
ZBTB38,0.640825404
SMIM14,0.640825404
UBA6,0.640825404
RUFY3,0.640825404
C4orf33,0.640825404
PTGER4,0.640825404
NSA2,0.640825404
CCDC112,0.640825404
KDM3B,0.640825404
RPL26L1,0.640825404
HRH2,0.640825404
SQSTM1,0.640825404
SSR1,0.640825404
NOL7,0.640825404
SYNCRIP,0.640825404
IFNGR1,0.640825404
FUCA2,0.640825404
DYNLT1,0.640825404
CREB5,0.640825404
MRPL32,0.640825404
STYXL1,0.640825404
ATP5MF,0.640825404
CDK5,0.640825404
INTS10,0.640825404
CHCHD7,0.640825404
AZIN1,0.640825404
AGO2,0.640825404
PTAR1,0.640825404
AGTPBP1,0.640825404
SUSD1,0.640825404
INIP,0.640825404
CARD9,0.640825404
TBC1D12,0.640825404
EXOSC1,0.640825404
ACSL5,0.640825404
CCDC186,0.640825404
EEA1,0.640825404
VPS29,0.640825404
SUDS3,0.640825404
HSPH1,0.640825404
FRY,0.640825404
DHRS4-AS1,0.640825404
LRRC57,0.640825404
RAB8B,0.640825404
MYO9A,0.640825404
RSL1D1,0.640825404
NSMCE1,0.640825404
KIAA0513,0.640825404
CBFA2T3,0.640825404
SMCR8,0.640825404
USP22,0.640825404
CCL5,0.640825404
MAP2K6,0.640825404
SLC9A3R1,0.640825404
CYTH1,0.640825404
RNF213,0.640825404
ANKRD12,0.640825404
RPL36,0.640825404
MRPL34,0.640825404
USF2,0.640825404
TGFB1,0.640825404
SLC1A5,0.640825404
FAM207A,0.640825404
BID,0.640825404
TCN2,0.640825404
TNRC6B,0.640825404
EP300,0.640825404
CYB5R3,0.640825404
KIAA0930,0.640825404
MID1IP1,0.640825404
MIR222HG,0.640825404
CAMTA1,0.655438425
RCAN3,0.655438425
AL360012.1,0.655438425
KIAA0319L,0.655438425
STK40,0.655438425
DPYD,0.655438425
SMG5,0.655438425
CD48,0.655438425
POGK,0.655438425
RGS1,0.655438425
G0S2,0.655438425
PCBP1-AS1,0.655438425
DGUOK,0.655438425
STARD7,0.655438425
HNMT,0.655438425
NDUFB3,0.655438425
XRCC5,0.655438425
STK16,0.655438425
ATG4B,0.655438425
THUMPD3,0.655438425
TADA3,0.655438425
STIMATE,0.655438425
MBD4,0.655438425
NCEH1,0.655438425
MXD4,0.655438425
LRPAP1,0.655438425
PDS5A,0.655438425
MTHFD2L,0.655438425
PYURF,0.655438425
PDLIM5,0.655438425
DAPP1,0.655438425
WDR41,0.655438425
MEF2C,0.655438425
ERGIC1,0.655438425
RACK1,0.655438425
RIPOR2,0.655438425
RPP21,0.655438425
SLC35A1,0.655438425
CDK19,0.655438425
SERINC1,0.655438425
ABRACL,0.655438425
ZKSCAN1,0.655438425
MEPCE,0.655438425
LUC7L2,0.655438425
CCDC25,0.655438425
CEBPD,0.655438425
OTUD6B-AS1,0.655438425
VPS28,0.655438425
KDM4C,0.655438425
CARD19,0.655438425
SURF4,0.655438425
MRPL41,0.655438425
RAB18,0.655438425
ZNF37A,0.655438425
MARVELD1,0.655438425
POLR2G,0.655438425
CATSPER1,0.655438425
POLD3,0.655438425
DCUN1D5,0.655438425
H2AFJ,0.655438425
MGST1,0.655438425
PYROXD1,0.655438425
ARF3,0.655438425
HECTD4,0.655438425
NOC4L,0.655438425
EXOSC8,0.655438425
TM9SF1,0.655438425
PTGER2,0.655438425
INAFM2,0.655438425
ARPP19,0.655438425
ADPGK,0.655438425
SEC11A,0.655438425
TXNDC11,0.655438425
BFAR,0.655438425
PYCARD,0.655438425
NLRC5,0.655438425
NOB1,0.655438425
SCO1,0.655438425
SUZ12,0.655438425
ABI3,0.655438425
GAA,0.655438425
SNAPC2,0.655438425
ZNF414,0.655438425
DDX39A,0.655438425
MAP1S,0.655438425
RPL18A,0.655438425
TMEM147,0.655438425
ZFP36,0.655438425
C22orf39,0.655438425
ATF4,0.655438425
RPL39,0.655438425
NDUFA1,0.655438425
HTATSF1,0.655438425
SLC25A33,0.670180589
HP1BP3,0.670180589
RPA2,0.670180589
KPNA6,0.670180589
MAP7D1,0.670180589
RHOC,0.670180589
C1orf56,0.670180589
RGS2,0.670180589
MRPL55,0.670180589
ADSS,0.670180589
AL356512.1,0.670180589
ID2,0.670180589
FBXO11,0.670180589
GCC2,0.670180589
CYTIP,0.670180589
WIPF1,0.670180589
SLC39A10,0.670180589
BMPR2,0.670180589
RASA2,0.670180589
DCUN1D1,0.670180589
PAK2,0.670180589
SRP72,0.670180589
AP1AR,0.670180589
GPBP1,0.670180589
PIK3R1,0.670180589
PWWP2A,0.670180589
RNF44,0.670180589
NHP2,0.670180589
STK19,0.670180589
HLA-DPA1,0.670180589
FOXK1,0.670180589
BZW2,0.670180589
COA1,0.670180589
CREB3L2,0.670180589
BRAF,0.670180589
INSIG1,0.670180589
TNKS,0.670180589
LONRF1,0.670180589
ENTPD4,0.670180589
DCAF13,0.670180589
OXR1,0.670180589
TOMM5,0.670180589
FXN,0.670180589
PHF19,0.670180589
RAPGEF1,0.670180589
AGPAT2,0.670180589
SNHG7,0.670180589
ARRDC1,0.670180589
ARL5B,0.670180589
PIP4K2A,0.670180589
ALOX5,0.670180589
ANXA7,0.670180589
HPS1,0.670180589
SFR1,0.670180589
DENND5A,0.670180589
MADD,0.670180589
ESRRA,0.670180589
NKAPD1,0.670180589
TRAPPC4,0.670180589
GPR162,0.670180589
GLIPR1,0.670180589
TXNRD1,0.670180589
WASHC4,0.670180589
OAS1,0.670180589
C12orf49,0.670180589
PXN,0.670180589
MYCBP2,0.670180589
KLHDC2,0.670180589
SPINT1,0.670180589
NFATC2IP,0.670180589
ITGAM,0.670180589
PLCG2,0.670180589
GSE1,0.670180589
FLII,0.670180589
ALDH3A2,0.670180589
POLDIP2,0.670180589
CALCOCO2,0.670180589
AC015912.3,0.670180589
CD300A,0.670180589
ZNF24,0.670180589
EEF2,0.670180589
UBXN6,0.670180589
AC022098.1,0.670180589
ELL,0.670180589
AP2S1,0.670180589
NOSIP,0.670180589
RPS5,0.670180589
TMX4,0.670180589
STAU1,0.670180589
RPS21,0.670180589
KCNE1,0.670180589
SNAP29,0.670180589
MTMR3,0.670180589
CYTH4,0.670180589
SMDT1,0.670180589
ARHGAP4,0.670180589
MIB2,0.685047073
AL021155.5,0.685047073
HMGCL,0.685047073
ZCCHC17,0.685047073
AGO4,0.685047073
ZC3H12A,0.685047073
SF3A3,0.685047073
TUT4,0.685047073
UBE2E3,0.685047073
SF3B1,0.685047073
SP140L,0.685047073
ILKAP,0.685047073
PLCL2,0.685047073
SETD2,0.685047073
ATP6V1A,0.685047073
FAM162A,0.685047073
ATP5ME,0.685047073
GRPEL1,0.685047073
MCUB,0.685047073
PARP8,0.685047073
MRPS27,0.685047073
HSD17B4,0.685047073
CD14,0.685047073
RPS14,0.685047073
MGAT4B,0.685047073
MYLIP,0.685047073
NELFE,0.685047073
PSMB8-AS1,0.685047073
HMGA1,0.685047073
KDELR2,0.685047073
C7orf26,0.685047073
TRG-AS1,0.685047073
YKT6,0.685047073
SLC25A40,0.685047073
GALNT11,0.685047073
ST3GAL1,0.685047073
WASHC1,0.685047073
PSIP1,0.685047073
DENND4C,0.685047073
NANS,0.685047073
NAP1L4,0.685047073
TRIM34,0.685047073
ZBED5,0.685047073
OSBP,0.685047073
PACS1,0.685047073
GRK2,0.685047073
TIMM8B,0.685047073
PTPN6,0.685047073
SMIM10L1,0.685047073
LETMD1,0.685047073
TFCP2,0.685047073
TBC1D15,0.685047073
PHLDA1,0.685047073
SH2B3,0.685047073
DDX54,0.685047073
GATC,0.685047073
RNF6,0.685047073
RB1,0.685047073
TEP1,0.685047073
SPTSSA,0.685047073
NFKBIA,0.685047073
SOS2,0.685047073
GCH1,0.685047073
ACTN1,0.685047073
SLC24A4,0.685047073
GCHFR,0.685047073
C15orf39,0.685047073
TBC1D2B,0.685047073
CHSY1,0.685047073
UNKL,0.685047073
VPS35L,0.685047073
TK2,0.685047073
PIEZO1,0.685047073
TNFSF12,0.685047073
MIEN1,0.685047073
RPS6KB1,0.685047073
APPBP2,0.685047073
NACA2,0.685047073
NT5C,0.685047073
SAP30BP,0.685047073
TEN1,0.685047073
SGSH,0.685047073
ARHGDIA,0.685047073
IMPACT,0.685047073
ATP9B,0.685047073
R3HDM4,0.685047073
CIRBP,0.685047073
KLF16,0.685047073
ICAM1,0.685047073
LILRB2,0.685047073
LILRB4,0.685047073
UBE2V1,0.685047073
OSBPL2,0.685047073
MORC3,0.685047073
PPP6R2,0.685047073
XIAP,0.685047073
MT-ATP8,0.685047073
CDK11A,0.700032922
ELOA,0.700032922
ZMYM4,0.700032922
MKNK1,0.700032922
MRPS21,0.700032922
SDHC,0.700032922
ODR4,0.700032922
NUCKS1,0.700032922
SRGAP2,0.700032922
PPP2R5A,0.700032922
TATDN3,0.700032922
RHOU,0.700032922
PNPT1,0.700032922
UGP2,0.700032922
CHMP3,0.700032922
MRPS5,0.700032922
RFTN1,0.700032922
CYB561D2,0.700032922
HCLS1,0.700032922
EAF2,0.700032922
CCDC50,0.700032922
RNF168,0.700032922
CAMK2D,0.700032922
TBC1D9,0.700032922
NIPBL,0.700032922
HMGCS1,0.700032922
HDAC3,0.700032922
MAT2B,0.700032922
GPANK1,0.700032922
PSMB8,0.700032922
HDAC2,0.700032922
TAB2,0.700032922
DDX56,0.700032922
DMTF1,0.700032922
LEPROTL1,0.700032922
PRKDC,0.700032922
TSTA3,0.700032922
ZFAND5,0.700032922
TUT7,0.700032922
FNBP1,0.700032922
DPP7,0.700032922
WDR37,0.700032922
SVIL,0.700032922
PDZD8,0.700032922
RGS10,0.700032922
WDR11,0.700032922
BCCIP,0.700032922
TAF10,0.700032922
EIF3F,0.700032922
EHD1,0.700032922
TBC1D10C,0.700032922
IFFO1,0.700032922
ETNK1,0.700032922
DDX23,0.700032922
GALNT6,0.700032922
STAT2,0.700032922
ATXN7L3B,0.700032922
POP5,0.700032922
ANKRD10,0.700032922
AL355075.4,0.700032922
LINC01588,0.700032922
EIF2S1,0.700032922
RIN3,0.700032922
RTF1,0.700032922
TMED3,0.700032922
WDR73,0.700032922
SRRM2,0.700032922
SMG1,0.700032922
RAP1GAP2,0.700032922
NAA38,0.700032922
COPRS,0.700032922
RHOT1,0.700032922
PSMD3,0.700032922
COASY,0.700032922
PLEKHM1,0.700032922
MRPS23,0.700032922
SLC16A5,0.700032922
RPL17,0.700032922
CNDP2,0.700032922
PLEKHJ1,0.700032922
PRKCSH,0.700032922
ZNF44,0.700032922
KMT2B,0.700032922
LILRA6,0.700032922
SIRPB2,0.700032922
CENPB,0.700032922
RASSF2,0.700032922
RAE1,0.700032922
HELZ2,0.700032922
MHENCR,0.700032922
TPD52L2,0.700032922
AL022311.1,0.700032922
SGSM3,0.700032922
PIN4,0.700032922
RNF113A,0.700032922
FLNA,0.700032922
EIF4G3,0.715132967
SLC9A1,0.715132967
CAP1,0.715132967
ZMPSTE24,0.715132967
MIGA1,0.715132967
CAPZA1,0.715132967
RPRD2,0.715132967
NDUFS2,0.715132967
BTG2,0.715132967
SLC30A1,0.715132967
TMEM63A,0.715132967
PYCR2,0.715132967
KLF11,0.715132967
EML4,0.715132967
INPP4A,0.715132967
MAP4K4,0.715132967
NDUFS1,0.715132967
PID1,0.715132967
MTERF4,0.715132967
CCDC66,0.715132967
SELENOT,0.715132967
TFRC,0.715132967
ATP10D,0.715132967
CXCL2,0.715132967
TARS,0.715132967
HLA-DQA1,0.715132967
B3GALT4,0.715132967
WDR46,0.715132967
CUTA,0.715132967
OGFRL1,0.715132967
ASCC3,0.715132967
AMD1,0.715132967
OGDH,0.715132967
CCT6A,0.715132967
HBP1,0.715132967
KMT2C,0.715132967
MTMR9,0.715132967
VPS37A,0.715132967
YTHDF3,0.715132967
PEX2,0.715132967
RRAGA,0.715132967
SMU1,0.715132967
B4GALT1,0.715132967
DNAJB12,0.715132967
ARHGAP19,0.715132967
PRDX3,0.715132967
EIF4G2,0.715132967
EML3,0.715132967
MRPL11,0.715132967
C3AR1,0.715132967
ZNF641,0.715132967
CERS5,0.715132967
RAB5B,0.715132967
USP15,0.715132967
TMBIM4,0.715132967
RAB21,0.715132967
STX2,0.715132967
ULK1,0.715132967
MTIF3,0.715132967
N4BP2L1,0.715132967
MED4,0.715132967
RAB20,0.715132967
ZNF410,0.715132967
VPS18,0.715132967
TMOD2,0.715132967
IDH3A,0.715132967
POLG,0.715132967
UNC45A,0.715132967
CORO7,0.715132967
NUP93,0.715132967
MAP1LC3B,0.715132967
INPP5K,0.715132967
ANKFY1,0.715132967
PSMD11,0.715132967
ZNHIT3,0.715132967
LRRC59,0.715132967
USP36,0.715132967
LINC00667,0.715132967
ELP2,0.715132967
PIAS2,0.715132967
TPGS1,0.715132967
MED16,0.715132967
ATP13A1,0.715132967
ARHGEF1,0.715132967
CARD8,0.715132967
LILRB3,0.715132967
SMIM26,0.715132967
DTD1,0.715132967
MMP24OS,0.715132967
NPEPL1,0.715132967
AGPAT3,0.715132967
UPF3B,0.715132967
ELF4,0.715132967
ECE1,0.730341997
SRSF10,0.730341997
TAF12,0.730341997
C1orf122,0.730341997
MACF1,0.730341997
LRRC41,0.730341997
SLC35A3,0.730341997
LPGAT1,0.730341997
DOK1,0.730341997
GGCX,0.730341997
CIAO1,0.730341997
BCL2L11,0.730341997
CHCHD5,0.730341997
ZEB2-AS1,0.730341997
AGPS,0.730341997
